comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
"Desatinada las declaraciones del candidato vicepresidencial, pero se debe reconocer que hay algunos profesionales de todos los gremios que carecen de honestidad, valores y ética.",30.0,25.0,65.0,55.0,50.0,50.0,41.25,0.0
"La honestidad y otros son valores, la inteligencia, la capacidad de resolver problemas y demas se adquieren estudiando.",15.0,10.0,55.0,70.0,60.0,60.0,28.0,1.0
Bueno!!! Llegó la hora de quemar libros!!!,80.0,75.0,60.0,10.0,10.0,10.0,80.0,-1.0
Eso es lo que decía Evo,60.0,55.0,75.0,15.0,15.0,15.0,71.25,-1.0
"Los de la reserva moral (ponchos,abarcas y pollera) resultaron ser ladrones",80.0,75.0,85.0,10.0,10.0,10.0,83.75,-1.0
"Ese discurso queda totalmente obsoleto en éstos tiempos, creo que la educación es lo más importante para sacar adelante a nuestro país, necesitamos gente formada con conocimientos amplios para desempeñar los cargos públicos",20.0,15.0,55.0,70.0,60.0,55.0,30.75,1.0
Con razon fue POLICIA,65.0,60.0,70.0,10.0,10.0,10.0,74.75,-1.0
TUTO PRESIDENTE TOTO TUTO TUTO PRESIDENTE🙏🙏🙏🙏🙏💪💪💪💪,10.0,5.0,75.0,55.0,50.0,45.0,34.25,0.0
"Escuchándolo a este tipo, vemos la importancia de la formación académica, es por eso q estamos como estamos. 🤷🏻‍♀️",20.0,15.0,50.0,65.0,55.0,50.0,32.0,1.0
De honestidad hablando un paco,75.0,70.0,80.0,10.0,10.0,10.0,80.75,-1.0
Y donde queda el esfuerzo que ponen los padres para hacer educar a sus hijos? El esfuerzo de los jovenes y señoritas por aprender y salir adelante?,15.0,10.0,55.0,70.0,60.0,60.0,28.0,1.0
Será que conoce este la palabra honesto,55.0,50.0,65.0,25.0,20.0,25.0,64.0,0.0
"Queremos un candidato bien preparado, no solo que sea buena persona",15.0,10.0,55.0,70.0,60.0,55.0,28.5,1.0
Tan honesto el bocón,70.0,65.0,80.0,10.0,10.0,10.0,78.5,-1.0
A sin profesión pero ser honesto,60.0,55.0,75.0,15.0,15.0,15.0,71.25,-1.0
Si fuera honesto no andaría pues con procesos judiciales,70.0,65.0,80.0,10.0,10.0,10.0,78.5,-1.0
De que honestidad habla este,65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
"Que paso Lara, no puedes decir eso, la educación es la base del desarrollo de la sociedad.",15.0,10.0,50.0,70.0,60.0,60.0,27.25,1.0
Las generalizaciones son dañinas señor,20.0,15.0,55.0,65.0,60.0,55.0,31.75,1.0
Opa opaaa,10.0,5.0,50.0,50.0,45.0,40.0,32.5,1.0
"APARTE DE SER HONESTO, POR LO MENOS TENEMOS QUE TENER INTELIGENCIA EMOCIONAL, CRITERIOS PARA EMPRENDER Y BUSCAR SOLUCIONES A TODO TIPO DE PROBLEMAS, QUE SE PRESENTEN EN BASE A EXPERIENCIAS ANTERIORES.....",15.0,10.0,55.0,70.0,60.0,55.0,28.5,1.0
"Que tiene éste, esta enfermo!!! Necesita tratamiento urgente!!!",75.0,70.0,80.0,10.0,10.0,10.0,80.75,-1.0
"Para que funcione, necesita ir acompañada de instituciones sólidas, justicia efectiva y oportunidades reales de movilidad social.",15.0,10.0,55.0,70.0,60.0,55.0,28.5,1.0
"Sigue la novela, no soy profesional pero me siento un profesional el mismo argumento que los izquierdistas lamentable.",60.0,55.0,75.0,20.0,15.0,20.0,69.75,-1.0
Plan de gobierno q presente para saber,10.0,5.0,55.0,65.0,60.0,50.0,27.75,1.0
"Pero... Acaso es honesto legalizar los autos chutos, siendo un negocio de las mafias de chuteros.",70.0,65.0,80.0,15.0,10.0,10.0,77.5,-1.0
Ingnorancia. Vs. Educación,60.0,55.0,70.0,20.0,15.0,20.0,69.0,-1.0
Jajaja jaja,40.0,35.0,50.0,10.0,10.0,10.0,60.5,0.0
La honestidad a diferencia de la inteligencia es algo que no se puede calificar.,15.0,10.0,55.0,70.0,60.0,55.0,28.5,1.0
"Que la honestidad salve a los enfermos de los hospitales🙂🙂 q gente sin preparación entre a un quirófano a operar solo xq es honesto, o q haga una quimioterapia o hemodiálisis x ser honesto 🙂🙂 otitis crónica causa cada q se lo escucha a este señor 😒😒",75.0,70.0,80.0,10.0,10.0,10.0,80.75,-1.0
Policías honestos dónde hay,65.0,60.0,75.0,15.0,15.0,15.0,73.5,-1.0
Pues deberías ser honesto entonces 🤷,20.0,15.0,55.0,60.0,55.0,50.0,33.75,0.0
TUTO PRESIDENTE! 🇧🇴,10.0,5.0,75.0,55.0,50.0,45.0,34.25,0.0
"Estudiar es muy importante, dejá de defender tu ignorancia",65.0,60.0,75.0,15.0,15.0,15.0,73.5,-1.0
Opa hay que ser!!,15.0,10.0,55.0,60.0,55.0,50.0,31.5,1.0
Líbranos de todo mal Señor!!!,10.0,5.0,50.0,60.0,55.0,50.0,28.5,1.0
"Es necesario ser una persona capacitada para llevar adelante un país, no me quiero imaginar la cara que estos pueden mostrar en conferencia internacional.",15.0,10.0,55.0,70.0,60.0,55.0,28.5,1.0
Que opa,10.0,5.0,50.0,50.0,45.0,40.0,32.5,1.0
Terrible este hombre,60.0,55.0,75.0,10.0,10.0,10.0,73.25,-1.0
Basta de este tipo!!🙌🏽,65.0,60.0,80.0,10.0,10.0,10.0,76.25,-1.0
"Con razon los policías escriben cajon con g... Que horror que cualquiera se pueda postular, deberia haber un filtro, filtro académico y valores, por que este tipo no representa a la gente que lucha, estudia y se esfuerza por crecer.",20.0,15.0,55.0,70.0,60.0,55.0,30.75,1.0
Pobrecito por lo menos en administración y saber multiplicar y dividir es importante aparte de ser honesto porq sino saben de números te engañan y te roban,20.0,15.0,50.0,65.0,60.0,55.0,31.0,1.0
No puedo creer que haya gente que votará por este tipo,65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
Basa perder edman lara,60.0,55.0,70.0,10.0,10.0,10.0,72.5,-1.0
Que tanta cobertura le dan los periodistas. Lo único que están haciendo es que crezca su popularidad. Dejen que hable y no le den cobertura utilicen psicología los periodistas.,25.0,20.0,55.0,60.0,50.0,50.0,36.5,0.0
"Ajá por eso cuando eras paco extorsionabas a la gente “honesto” , qué hubiera pasado si no le daban de baja en la policía haya continuado con su “honestidad”, cara dura !",75.0,70.0,80.0,10.0,10.0,10.0,80.75,-1.0
Y no estar 😵‍💫,20.0,15.0,50.0,50.0,45.0,40.0,37.0,0.0
Tener títulos y ser honesto son cualidades muy importantes .. lo que no tiene ninguno de usted…LARY,15.0,10.0,55.0,70.0,60.0,55.0,28.5,1.0
Ni candidato deberia ser este individuo solo quiere poder pero sus fines personales.,65.0,60.0,80.0,10.0,10.0,10.0,76.25,-1.0
"Por honesto lo dieron de baja, que ironía",70.0,65.0,80.0,10.0,10.0,10.0,78.5,-1.0
"La honestidad no basta además se necesita estar educado o instruido. Una persona honesta no instruida es cruel, ofensiva, generadora de conflictos.",20.0,15.0,55.0,70.0,60.0,55.0,30.75,1.0
"Mielda entonces, para que no sacamos la mielda, que gobiernen los burros entonces.",75.0,70.0,85.0,10.0,10.0,10.0,81.5,-1.0
"Que extraño solo las personas que no son bachilleres dicen eso, como Evo Morales que andaba gritándolo a los cuatro vientos que no era bachiller",60.0,55.0,75.0,15.0,15.0,15.0,71.25,-1.0
Este tipo me da miedo!,65.0,60.0,70.0,10.0,10.0,10.0,74.75,-1.0
Me da a pensar que este señor se compró el título... Ya que una profesión conlleva años de esfuerzo y sacrificio no solo de los que lo adquieren sino también de padres que su único objetivo es ver realizados a sus hijos,20.0,15.0,55.0,70.0,60.0,55.0,30.75,1.0
Por honesto deserto de la policía que curioso...,65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
Seremos gobierno y terminaremos con los corruptos ladrones y vendepatrias,10.0,5.0,70.0,55.0,50.0,45.0,33.5,0.0
"Antes q conocimiento es la honestidad, de nada sirve mucho conocimiento como vemos hoy gente con conocimiento pero corruptos",25.0,20.0,55.0,65.0,60.0,55.0,34.0,0.0
"Ayyy!! por favor que resignación, como si la honestidad solusionara todo.",60.0,55.0,75.0,10.0,10.0,10.0,73.25,-1.0
Lo primero ser honesto y respetuoso.,15.0,10.0,55.0,70.0,60.0,55.0,28.5,1.0
No se trata de tener titulos.. Se trata de estar preparado para dirigir a UN Pais..!! Saber hablar y comunicarse con los diferentes dirigentes del mundo..!! Tener conocimiento de administracion.. economia en un mundo capitalista !!! No se trata de ser campesino o jailongo..!! Se trata de tener una autoridad que nos represente..!! Que sepa cuidar nuestros intereses.. Simplemente eso !!,20.0,15.0,55.0,70.0,60.0,55.0,30.75,1.0
"Desmerece al profesional, está loco este tipo!!! Ojalá que las generaciones actuales no lo sigan o lean las macanas que habla y se vuelvan conformistas con su forma de vida y no aspiren a realizarse profesionalmente",65.0,60.0,80.0,10.0,10.0,10.0,76.25,-1.0
Su lengua es más larga que la corbata,60.0,55.0,75.0,10.0,10.0,10.0,73.25,-1.0
"Este puede vender hasta su vida al diablo para obtener lo que quiere, vergüenza daría hablar así de la gente joven que se esfuerza por tener su título profesional de la UMSA o de alguna carrera para matarlos con sus palabras que vierte verdaderamente es una pena de este señor",70.0,65.0,80.0,10.0,10.0,10.0,78.5,-1.0
Justamente por gente que no tenía títulos o conocimiento es que estado así! Por favor dejemos de creer que no tener estudios es un logro! Basta de gente que no sabe lo que hace y que solo se victimiza!,25.0,20.0,55.0,65.0,60.0,55.0,34.0,0.0
Digan lo que digan hagan lo hagan El PDC es el futuro ya que los Valores terminan con la corrupción!!!,15.0,10.0,55.0,65.0,60.0,55.0,29.5,1.0
Despues te llenas de acesores con titulos ..que opa,20.0,15.0,50.0,60.0,55.0,50.0,33.0,1.0
"Que bruto ese tipo,",75.0,70.0,85.0,10.0,10.0,10.0,81.5,-1.0
De que te sirve ser un opa honesto,60.0,55.0,75.0,10.0,10.0,10.0,73.25,-1.0
"Pero miren quien habla de honestidad, el que cuenta con mas antecedentes que un delincuente.....",75.0,70.0,85.0,10.0,10.0,10.0,81.5,-1.0
Que risa que me das,40.0,35.0,55.0,10.0,10.0,10.0,61.25,0.0
A ser laris como este suficiente no?,60.0,55.0,70.0,10.0,10.0,10.0,72.5,-1.0
Todos son sinverguenzas,70.0,65.0,80.0,10.0,10.0,10.0,78.5,-1.0
"El ser honesto no es por saber más o poco, la honestidad es valor una cualidad q pocos lo tienen, hoy en la politiqueria nunca hay gente honesta el poder les corrompe en todo sentido",25.0,20.0,55.0,65.0,60.0,55.0,34.0,0.0
Vergüenza ajena.,65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
Este no tiene ni títulos menos honestidad,60.0,55.0,75.0,10.0,10.0,10.0,73.25,-1.0
Que pena.,55.0,50.0,70.0,10.0,10.0,10.0,70.25,-1.0
Y que pasa con profesionales jóvenes piensan que son como ellos,60.0,55.0,75.0,15.0,10.0,15.0,71.75,-1.0
"No señor, para llegar al poder se necesitan ambas cosas, ser honesto y tener títulos que avalen la capacidad de la persona para poder sacar a un país adelante, con el simple hecho de ser honestos no es suficiente.",20.0,15.0,55.0,70.0,60.0,55.0,30.75,1.0
Incentivando a la ignorancia y al conformismo.. 🤦🏻‍♀️😠,65.0,60.0,80.0,10.0,10.0,10.0,76.25,-1.0
Entonces para que tanto esfuerzo 😡,70.0,65.0,75.0,10.0,10.0,10.0,77.75,-1.0
"El ser onesto es parte del ser , son valores de cada uno que tiene",15.0,10.0,55.0,70.0,60.0,55.0,28.5,1.0
"Con un solo título, podrías dejar de decir tanta tontería",60.0,55.0,75.0,10.0,10.0,10.0,73.25,-1.0
Se nota que las personas preparadas lo intimidan... Mejor estudie señor Lara. Así sabrá que el conocimiento es poder.,15.0,10.0,55.0,70.0,60.0,55.0,28.5,1.0
Kkkkk como puej un Paco hablando de ser honesto eso es ya un colmo,60.0,55.0,75.0,10.0,10.0,10.0,73.25,-1.0
"Ósea que este cree que cumple con los requisitos, ya no tiene ningún grado ,le dieron de baja y “ ABOGADO ???” No sabemos y de HONESTIDAD, hay que ver todas las demandas que tiene y porque son…",70.0,65.0,80.0,10.0,10.0,10.0,78.5,-1.0
Q ignorancia......,65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
Para q estudio? Por ahí le iba mejor?,55.0,50.0,70.0,15.0,10.0,15.0,68.75,-1.0
"Hace falta ser preparado!! Estudiar, capacitarse y por supuesto ser Honesto!!",15.0,10.0,55.0,70.0,60.0,55.0,28.5,1.0
Pero que mejor sería un buen profecinal honesto y con valores.,15.0,10.0,55.0,70.0,60.0,55.0,28.5,1.0
Así es todos tenemos que ser onestos para tener larga vida bendiciones.,10.0,5.0,55.0,70.0,60.0,55.0,26.25,1.0
Ser honesto.... y también tener preparación Sr. Lara !,15.0,10.0,55.0,70.0,60.0,55.0,28.5,1.0
"Son palabras de dictadores como Hugo chavez y como esta ahora Venezuela,2 dólares ganan al mes",75.0,70.0,85.0,10.0,10.0,10.0,81.5,-1.0
El bipolar del Momento,60.0,55.0,70.0,10.0,10.0,10.0,72.5,-1.0
Mucho animal,65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
Algo nuevo queremos pará nuestro país,10.0,5.0,55.0,65.0,60.0,55.0,27.25,1.0
Hace falta tener estudios para saber manejar un país,20.0,15.0,55.0,70.0,60.0,55.0,30.75,1.0
Bueno será que Lara conoce que significa honestidad,60.0,55.0,75.0,10.0,10.0,10.0,73.25,-1.0
Oy en dia gente honecta tambien estudia sabe mucho mejor q los q tienen experencia y ablamos barias ideomas gente honecto,15.0,10.0,55.0,70.0,60.0,55.0,28.5,1.0
"Mi Voto es y será para salvar BOLIVIA del socialismo, mi voto es por TUTO",10.0,5.0,75.0,55.0,50.0,45.0,34.25,0.0
"No lo veo buena persona, transmite desconfianza",60.0,55.0,65.0,10.0,10.0,10.0,71.75,-1.0
La guerra sucia es Lara vs Lara,65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
Este está más loco que la cabra,70.0,65.0,80.0,10.0,10.0,10.0,78.5,-1.0
Tuto presidente,10.0,5.0,75.0,55.0,50.0,45.0,34.25,0.0
TUTO PRESIDENTE !!!❤💛💚,10.0,5.0,75.0,55.0,50.0,45.0,34.25,0.0
El Pez señor Paz muere por su boca,65.0,60.0,70.0,10.0,10.0,10.0,74.75,-1.0
Tuto presidente el único no hay más,10.0,5.0,75.0,55.0,50.0,45.0,34.25,0.0
Por qué no eres una persona normal Rodrigo=Lari,65.0,60.0,80.0,10.0,10.0,10.0,76.25,-1.0
"GENTE ESTOS TIPOS NINGUNO VA A GOBERNAR SI GANAN, los másis ya tienen todo calculado, su misión es TENER PRESIDENCIA EN EL SENADO POR ESO ESTAN LOS MASISTAS DE SENADORES DEL PDC. Y EL PRESIDENTE DEL SENADO SERÁ EL PRÓXIMO PRESIDENTE A UN AÑO QUE GANEN LOS PAZLARA. LOS SOCIALISTAS DEL MAS CAMPEANTES VOLVERAN A GOBERNAR NO SÓLO 4 AÑOS, COMO DECIA EL GRAN JEFE HEMOS VENIDO PARA QUE DARNOS 500 AÑOS.",70.0,65.0,85.0,10.0,10.0,10.0,79.25,-1.0
Los dos locos opa de ese binomio,60.0,55.0,75.0,10.0,10.0,10.0,73.25,-1.0
"Tuto no miente, tú sii, todo son falaces propuestas",15.0,10.0,55.0,70.0,60.0,55.0,28.5,1.0
Tuto presidente adelante te apoyamos,10.0,5.0,75.0,55.0,50.0,45.0,34.25,0.0
El quiroga no le dice nada,15.0,10.0,55.0,65.0,60.0,55.0,29.5,1.0
No tienen propuestas por eso solo hablan de guerra sucia,60.0,55.0,75.0,10.0,10.0,10.0,73.25,-1.0
Que alguien le diga Lara es su vicepresidente y no el de Tuto,15.0,10.0,55.0,65.0,60.0,55.0,29.5,1.0
Tuto presidente,10.0,5.0,75.0,55.0,50.0,45.0,34.25,0.0
El que hace guerra sucia es Lara 😱,65.0,60.0,80.0,10.0,10.0,10.0,76.25,-1.0
Con este pollo que vamos tener igual quel el vamos a estar sin plumaje,60.0,55.0,75.0,10.0,10.0,10.0,73.25,-1.0
Paz y Lara presidente,10.0,5.0,70.0,55.0,50.0,45.0,33.5,0.0
"Ustedes socios de masistas empezaron con la guerra sucia, Tuto y JP son unos caballeros",15.0,10.0,55.0,70.0,60.0,55.0,28.5,1.0
Tuto presidente,10.0,5.0,75.0,55.0,50.0,45.0,34.25,0.0
"Este está enamorado del TUTO, SUENA CON EL... 😉🥰",10.0,5.0,55.0,65.0,60.0,55.0,27.25,1.0
"Que tanto se quejan de guerra sucia , porque más bien no dedican hacer sus campañas limpias y dejan de buscar culpables.",15.0,10.0,55.0,70.0,60.0,55.0,28.5,1.0
Si llegan al poder Bolivia está perdida.,65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
"Tu lari empezó la guerra sucia,acordate le dijo a Tuto cobarde...asi que no te hagas el ofendido y por favor no busques culpables tu eres por tener a tu.lari Rodrigo",70.0,65.0,80.0,10.0,10.0,10.0,78.5,-1.0
Tírale la oreja a Lara es el único q hace guerra sucia,65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
El único que te hace guerra sucia es tu VICE.,65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
Nosotros le hacemos recuerdo de sus metidas de pata así que si eso llama guerra sucia pues que pena,15.0,10.0,55.0,65.0,60.0,55.0,29.5,1.0
Primero que sierre el osico de su pareja,65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
Pero si el q Hase guerra sucia es su candidato. A vicepresidente el masista,65.0,60.0,80.0,10.0,10.0,10.0,76.25,-1.0
..... NO ERES DE FIAR....DEMAGOGO.,70.0,65.0,80.0,10.0,10.0,10.0,78.5,-1.0
"pero si este y su postulante a vice, son los que desprestigian a nuestro país, o ya no se acuerda que su propia boca nos metió en problemas con todos nuestros vecinos, con lo de los autos chutos y policías, sus bocasas de ambos son el gran problema.",70.0,65.0,80.0,10.0,10.0,10.0,78.5,-1.0
Son uds lo que están haciendo guerra sucia,65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
No pueden llamar guerra sucia a TODA LA VERDAD DE ESTE PAR DE TONTO Y RETONTO,70.0,65.0,80.0,10.0,10.0,10.0,78.5,-1.0
"La guerra sucia la original Lacra, por su incontinencia verbal , muy bien respaldada por su nana Rodrigo",65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
Modera a tu paco,60.0,55.0,70.0,15.0,10.0,15.0,71.0,-1.0
LLORÓN!!!! TRABAJA!!!!,75.0,70.0,85.0,10.0,10.0,10.0,81.5,-1.0
Par de opas,60.0,55.0,70.0,10.0,10.0,10.0,72.5,-1.0
"Hace falta estar enfermo mentalmente para votar por estos dementes ,sicopatas comunista,que locura Dios mio libranos de estos demonios ,piedad Sr.",80.0,75.0,85.0,10.0,10.0,10.0,83.75,-1.0
El ladrón piensa que todos son de su condición,70.0,65.0,80.0,10.0,10.0,10.0,78.5,-1.0
Pero esta feliz el señor que a los profesionales ya los que están estudiando nos consideren deshonesto solo por el. Hecho de buscar superarnos?? Incluso a él. Mismo le dijo deshonesto o acaso no es profesional???,15.0,10.0,55.0,65.0,60.0,55.0,29.5,1.0
Primero que lo eduque al grosero irrespetuoso déspota provocador vice..qué tiene ..,65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
"Gallito, eres muchísimo más mañudo que tú padre",65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
Acptale puej el debate no seas panada,15.0,10.0,55.0,65.0,60.0,55.0,29.5,1.0
Por favor......este personaje ya está igual que los del MAS salen por la tangente y nos quieren marear con sus dichos...,60.0,55.0,75.0,10.0,10.0,10.0,73.25,-1.0
Noo nunca mas el socialismo..!,10.0,5.0,75.0,55.0,50.0,45.0,34.25,0.0
Este sujeto nunca va llegar al poder como presidente ellos mismos se vendieron estos dos son financiados por el narcotraficante EVO Morales para tapar toda la corrupción que hizo en su gobierno de 14 años,80.0,75.0,85.0,10.0,10.0,10.0,83.75,-1.0
TUTO será tu precidente,10.0,5.0,75.0,55.0,50.0,45.0,34.25,0.0
Debería mejor mirar a su acompañante que le hace daño a su partido cada vez que hace declaraciones.,15.0,10.0,55.0,65.0,60.0,55.0,29.5,1.0
Es absolutamente al revés….él y Lara hacen la guerra sucia ! Son un par de peligrosos masistas !,75.0,70.0,85.0,10.0,10.0,10.0,81.5,-1.0
Cómo todo masita culpa a otro por errores de su compañeros,65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
"No nos olvidemos que el 21 F éste Sr. RODRIGO DIJO SI, cuando el pueblo dijo NO",65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
"Es al revéz, Paz y Lara hacen guerra sucia.",65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
FUERAAAAAAA LARA Y RODRIGO TROPA DE IMB🤢🤢🤢🤢ÉCILES 🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡,80.0,75.0,85.0,10.0,10.0,10.0,83.75,-1.0
Tuto presidente,10.0,5.0,75.0,55.0,50.0,45.0,34.25,0.0
"Paz, das pena ajena!!! Haces y dices lo que sea con tal de defender al Lara... Tu marido es, tienes que aguantar!!!",70.0,65.0,80.0,10.0,10.0,10.0,78.5,-1.0
"Lara lo va a tumbar a Rodrigo si llegan a ser gobierno,está emborrachado con tener poder, su cinismo y manipulación está llegando a extremos de preocupación,,todo es odio y tratando de dividir al país, sembrando más odio y resentimiento,,,",75.0,70.0,85.0,10.0,10.0,10.0,81.5,-1.0
"El Lari kewa hace guerra sucia, Rodrigo hace papelones nomas, pobrecito",65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
luego no se quejen llorones,70.0,65.0,80.0,10.0,10.0,10.0,78.5,-1.0
Tuto Presidente,10.0,5.0,75.0,55.0,50.0,45.0,34.25,0.0
Sucio es administrar mal una alcaldía.,60.0,55.0,75.0,10.0,10.0,10.0,73.25,-1.0
Lara es la guerra sucia en persona.,65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
El Lara desprestigia a Bolivia,65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
Paz y Lara presidente,10.0,5.0,70.0,55.0,50.0,45.0,33.5,0.0
Burro el que promueve es tu paco desertor,70.0,65.0,80.0,10.0,10.0,10.0,78.5,-1.0
Porque no eres más hombre y lo pones en su lugar a Lara este individuo es una lacra resentida,75.0,70.0,85.0,10.0,10.0,10.0,81.5,-1.0
Este cada día está más sinvergüenza que su papa,70.0,65.0,80.0,10.0,10.0,10.0,78.5,-1.0
"Este sonso no sabe ni donde esta parado ,solo sabe ser corrupto , mas flojo que tongo y sabe desir guerra sucia nada mas y cero propuestas para el país",75.0,70.0,85.0,10.0,10.0,10.0,81.5,-1.0
Tuto Presidente,10.0,5.0,75.0,55.0,50.0,45.0,34.25,0.0
"El neófito e incapaz para solucionar los problemas del país eres vos, que parte no entiendes.!!!.",75.0,70.0,85.0,10.0,10.0,10.0,81.5,-1.0
"Jajajaja, desprestigio de Bolivia dice, su oferta de nacionalización de autos chutos es lo que desprestigia al país",70.0,65.0,80.0,10.0,10.0,10.0,78.5,-1.0
"Ninguna guerra sucia, lo que pasa es que son lo que son un par de inútiles incapaces.",65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
"Y su perro Lari anda suelto ladrando a quien quiera, mejor colócale un bozal primero al OPA de tu LARI!",70.0,65.0,80.0,10.0,10.0,10.0,78.5,-1.0
"csm... otro ""espacio solicitado""... parece que MarceLitio Claure está haciendo millonarios a red uno y otros medios con éstas propagandas para el dúo paz-paco 😉 #TutoPresidente",60.0,55.0,75.0,10.0,10.0,10.0,73.25,-1.0
Comunistas,65.0,60.0,80.0,10.0,10.0,10.0,76.25,-1.0
Está mal informado este que dice cometimos errores no delitos. El que hace guerra sucia es su Tombo volteador de muñecos.,65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
El único que desprestigia Bolivia es paz que nunca responde nada y Lara ahora quiere hacer teleferico en el Titicaca wtf,65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
Los únicos sucios son su vice y el gallito masistas disfrazados,65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
"El que hace guerra re contra sucia es su vice Lary usted no quiere ver con tal de entrar al poder a como de lugar para seguir viviendo del estado ,por que después de esto que le queda ???",70.0,65.0,80.0,10.0,10.0,10.0,78.5,-1.0
INCAPAZ NO TIENES IDEA DE GOBERNAR UN PAIS.,75.0,70.0,85.0,10.0,10.0,10.0,81.5,-1.0
TUTO PRESIDENTE DE BOLIVIA Y DEMOCRACIA EL PUEBLO BOLIVIANO ESTA CONTIGO EL TIENE ESPERIENSA PARA SACAR A BOLIVIA A DELANTE DE LA CRISIS ECONÓMICA NO AY OTRO,10.0,5.0,75.0,55.0,50.0,45.0,34.25,0.0
Gallo tierno no te comportes como tu vice Bolivia sabe que eres el caballo de troya del mas,65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
EvoLara es el que genera toda la guerra sucia. Típico cínico masista,70.0,65.0,80.0,10.0,10.0,10.0,78.5,-1.0
Pelotudeces dice esta Chpaco inepto,70.0,65.0,80.0,10.0,10.0,10.0,78.5,-1.0
LARA YA ASEGURO LANPEGA DE SU MUJER ...YA AHORA LE VALEE SI SALE O NO ....SU OLAN ERA Q SU MUJER SEA DIPUTADA,60.0,55.0,75.0,10.0,10.0,10.0,73.25,-1.0
Miguel Miranda,10.0,5.0,50.0,55.0,50.0,45.0,30.5,1.0
Nube Nieve,10.0,5.0,50.0,55.0,50.0,45.0,30.5,1.0
Por cualquiera pero jamás por Tuto y su mafia corrupta que están gastando millones de dólares robados en campaña política sucia,80.0,75.0,85.0,10.0,10.0,10.0,83.75,-1.0
TUTO PRESIDENTE 🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴,10.0,5.0,75.0,55.0,50.0,45.0,34.25,0.0
El tilinazo II y su paco demente.,70.0,65.0,80.0,10.0,10.0,10.0,78.5,-1.0
TUTO PRESIDENTE 🇧🇴 🙌,10.0,5.0,75.0,55.0,50.0,45.0,34.25,0.0
Masistas de mrd,75.0,70.0,85.0,10.0,10.0,10.0,81.5,-1.0
"SI SON PAZ Y LARA QUE TODOS LOS DÍAS DIFAMAN , INJURIAN, MIENTES ,INSULTAN Y RIDICULIZAN A SU OPOSITOR ‼️😡😡😡🇧🇴",80.0,75.0,85.0,10.0,10.0,10.0,83.75,-1.0
🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴,10.0,5.0,70.0,55.0,50.0,45.0,33.5,0.0
Este sirviente del pedofilo Morales hechando la culpa al Sr.Jorge Quiroga al igual que el opa de Lara.,75.0,70.0,85.0,10.0,10.0,10.0,81.5,-1.0
El único que te hace guerra sucia es el Lari cada que abre su boca,70.0,65.0,80.0,10.0,10.0,10.0,78.5,-1.0
CLARO 👍 CLARISIMO 👍,10.0,5.0,50.0,55.0,50.0,45.0,30.5,1.0
"Que le diga a su perro LARI que no siga insitando a sus MASIBURROS a la ignorancia, pónganse a estudiar",65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
Si llegan al poder Bolivia está perdida.,65.0,60.0,75.0,10.0,10.0,10.0,75.5,-1.0
