comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg,Catg  
TUTO PRESIDENTE 25 30,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Cállate Paco M4leante,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Callece desendiente de gringo,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
"Por renovación??? No se a quienes representan este par el español Paz y el paco desertor kewa, las verdaderas personas que le ponen el hombro a este país día día sin quejarse tenemos el voto claro, y no será para mediocres que usan de bandera el dolor de personas enfermas, o maldicen a este país que acogió a este par de charlatanes sin futuro....",75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0,
Este chango fregó a Rodrigo.,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Y ustedes q le dan cobertura a este opa ...ppppiiiipppp,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Solo falta tu votooooo,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0,
Quítenle el celulaaaaar jajaja,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Causa pena su desesperación,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
QUE DICEN O QUE HARAN LOS DEL TSE ANTE ESTA OFENSA CONTRA NUESTRA PATRIA BOLIVIA Y A LOS QUE ESTAN PADECIENDO POR LA ENFERMEDAD DEL CÁNCER Y TANTOS OTROS DISCURSOS DE ODIO RACISMO EXIGIMOS QUE HAYA UN PRONUNCIAMIENTO O LO IMNAVILITEN POR IGNORANTE LOCO,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
La prensa más op,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Lara victima de su propia guerra sucia,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Lari callate pareces vocero de Tuto.,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
Renovación socialista del masismo ahora PDC,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
TUTO PRESIDENTE 🇧🇴🇧🇴🇧🇴,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
MASISTAS=PDC,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
Está loco este caballo de Troya.....,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0,
"Y bla bla bla , habla más y piensa menos , este señor no tiene ni una pizca de sabiduría",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Yo soy del pueblo y voto por Tuto presidente,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Sucio eres tú Lara,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0,
"El GIF  puede contener bobbycord, meme, esmbot, funny, spiderman, Jk Simmons, J Jonah Jameson, J Jonah Jameson Laugh, J Jonah Jameson Meme, So Funny y Not Funny Didnt Laugh",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
"Tuto maldijo a Bolivia??? Noo, tuto desprecia a los adultos mayores??? Noo, tuto habla macanas cada rato??? Noooo, entonces quién es el idiota ????",75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
"El que insulta y humilla a los ciudadanos, que no respeta a nadie, ni siquiera a los enfermos, pobre OPA MASISTA.",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
"Pónganse a pensar, la confabulación de la izquierda tiene que ver con el actuar de las personas, en las épocas donde se presentaron hechos de violencia y racismo en Santa Cruz, qué les hace pensar que no fueron comunistas y socialistas los que empezaron, porque sabían que la gente les iba a seguir, dando paso a un pretexto más para causar división y separatismo? Porque una persona educada y coherente jamás haría lo que hicieron ese año a no ser que caiga en juegos planificados por alguien con apetitos personales.",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Tutoooi presidenteeé 💪💪👍👍,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
"Jamás apoyaría a un enfermo mental siendo de provincia. Y peor de alguien que maldijo Bolivia, diciendo en este maldito país.",75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
Callate ALACRÁN 🦂,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Rodrigo paz y lara seguro presidente:,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
"Mostrenko kewa,llorón de mrda",75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0,
"De ambos bandos son una verguenza de candidatos , se van a identificar dice solo llunkus, ahora se hacen los dignos cuando tambien un masista mato perros en representación a los de cuello blanco , el otro vicepresidente que tenemos tambien un odiador de karas , asi que de ambos lados hay gente ignorante por eso tanto idolatran a un candidato como su salvador lo veen , lo que apoyo es que tuto no es amigue de esos parasitos que se llenaron la boca y los bolsillos a costa de los pobres.",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Cómo aborrezco a esta persona!!!,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Este no da propuestas y solo habla mal para el prójimo! Evo 2.0,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0,
Este habla cada lengua sucia,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Cual renovación? Si rodrigo es un viejo y el lary un gil.,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
"Y lo de jp saben algo, por favor informen me?",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
Habla de propuestas para Bolivia que pensas hacer si ganas no seaj doñameche déjalo al otro parece que estás enamorau de tuto estás igual o peor que Evo voj hitlersillo,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
"LARA EN UN DISCURSO MALDIJO A PAÍS, ÉSO ES AMAR LA PATRIA??? BUSQUEN EL VÍDEO EN TIK TOK...",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
LARA ES UN APRENDIZ DE P8LITICO...COCHINO...SUCIO Y TRAIDOR CORRUPTO 😡 COMO LOS ZURDOS DELINCUENTES!!!!POR TODO ESO....TUTO PRESIDENTE!!!!!!,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
El que maldice al pais habla de amor a la patria??,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Cretino,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Lara oleme el c...,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
El único sucio eres tú. OPA,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0,
nadie va a votar por vos Larincho,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
TUTO presidente,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Pobres de cerebro,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0,
YA ESTÁN ARMANDO OTRO FRAUDE PARA OCTUBRE. PDC = MAS (evistas). 😡 CUIDEMOS EL VOTO.,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Los destructores del País 😕,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
"A la primera ya nos dijo: ""mald1t0 país"" 🤣🤣🤣🤣",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
"Lara, eres masista.....",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Se llama deseaperacion,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Túto quiere lo mejor para bolivia se nota su trabajo y x eso votaré x libre ....,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
XDDDDDDDDDDDDDDDDDD,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Este gil del Lara tiene la inteligencia del tilin y la boca del pedofilo.,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
No vive ni un Solo día sin mencionar a tuto,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
Este lary parece un clefas cada sonsera que Abla este tipo no representa nada,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0,
OPA,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Tuto Presidente,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
"Siiii ???? no ama este "" Pais Maldito"" asi como le llamas tú ????",90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0,
Basta del masismo,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Tú no amas a Bolivia ignorante,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
TUTO PRESIDENTE y JP VELASCO ViCE PRESIDENTE adelante el binomio q salvará a nuestra Amada BOLIVIA LIBRE y SOBERANA!!!!!!,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
Rodrigo paz y capitán Lara presidente de Bolivia,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Jajajaja digan lo que digan TUTO PRESIDENTE y J P VICEPRESIDENTE ya ni ganas de verlos ni seguir discutiendo con estos laris mejor pasar de largo,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Hipócrita,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
Igualmente esta enamorado Tuto de Evo Moralez come anda vive con Evo sueña con Evo,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Ustedes son la peor lacra al menos tu ignorante que ofendes a los enfermos al país y después te dicen sculpts eres un inseguro en todos realmente el apodo de opa te cae,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Pobre imbécil,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
"Y las propuestas para salvar la economía de este país?? Mercados, combustible, impuestos, etc???",75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0,
Lo que habla el opa de lara,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Lo mismo decían por evo todo cambia 🤣,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Tu no eres renovación peor el Paz son los pupilos del comunismo así de simple,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0,
"Mi total apoyo al binomio Paz y Lara, hasta la victoria.",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
"SERÁ UN OPA DE VICE, BOCÓN, VENGATIVO, CORRUPTO, NARCISISTA, ODIADOR, RESENTIDO Y CON EL TIEMPO, LADRÓN.",75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
Siempre la caga cuando habla el muy estupido,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
"Ese es uno de los grandes problemas, los ""humildes y del área rural"" votan por identificación y renovación .. NO por propuestas ni voto inteligente, encima no se dan ni cuenta de su error",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
La jubentud ezthudioza ezta con el Lara😆😆,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Hasta su nueva mujer es croata de tuto.no tiene patriotismo solo quiere prestarse millones del FMI vender empresas bolivianas privatizar cosa que ni eeuu privatiza sus estatales solo quiere ser millonario y irse a su mansión en eeuu.,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
Calla carajoo comunista emier,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Que renovacion hablas Lari si eres otro masiburro,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Y quién fue el que llamo a bolivia maldito país y además denigro a los enfermos con cáncer está desubicado el señor,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
Ya te quemastes por lengua suelta.,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0,
Kkkkk huevadas habla este pero que siga hablando mejor,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Obvio si ni siquiera vive en Bolivia toda su familia vive en gringolandia tendría que ser tan estúpido para votar por alguien que dice amar a su país y ni siquiera vive en el dicho país🤷🏻‍♂️🙄🙄🙄🙄,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
El que lo ascendían x lastima cero materia gris x eso TUTO PRESIDENTE DE LA REPUBLICA DE BOLIVIA,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0,
"El único que no ama a Bolivia, es él; porque, lo escuché decir: Bolivia, país maldito.",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Pobre indiorante...,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
Sueñas orate...,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
Paz y lari masistas disfrazados,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
"Con los que te has aliado, han destruido Bolivia, la han saqueado, despilfarrados, robado, estas ton to",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Estamos cansados de zurdos mañudos....y en la filas d PDC están llenos los masistas..,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
Váyase al jocara!!,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
No es por identidad capilari es por lo que estas ofreciendo cielo y tierra y como sabemos que no vas a cumplir.te van a sacar encima de un burro como el inutil e ignorante que eres,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
EL UNICO SUCIO OPA LARA MULA DE MRD HDGP ES ESTE IMBECIL,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
Lara presidente,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0,
"Badulaque, bien adoctrinado por Bella Flor y su jefazo el pedofilio, de usar a los ignorantes como escalera y títeres, ojalá le salga el tiro por la culata al OPA, psicópata",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
"No más masistas camuflados, tuto presidente",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Yo no me identifico con Laris como tú Lara! Te aprovechas y juegas con la ilusión de las personas de campo y te burlas e insultas a los de la ciudad. Tú no me representas! Yo soy de ciudad y también tengo familiares de campo.,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0,
Sigue soñando tarado pero nunca llegarás a ser gobernante de esté país.,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Acaso TUTO dijo que mi Bolivia es un MALDITO PAÍS como para que venga este opa y diga semejante estupidez,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
Callate Lara. Mejor lo haces,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
Opa y payaso,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
"Ud. Lara No es apto para, ser vicepresidente es un incapaz no esta preoarado.",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Vamos mi capitán adelante contigo Bolivia cambiará la policía,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
Y sobre jp y sus tweets reales pueden informarme que dijo?,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Tuto el elegido.,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Jp Velasco quiere matar cosas. Cada vice che,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
"Y RENOVACIÓN REPRESENTA EL GALLO CORRUPTO, VIVIDOR DEL ESTADO???, IDENTIDAD CON UN DESERTOR CORRUPTO SOCIALISTA????, VAYA ESTUPIDEZ.",75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0,
"Lara es un maleante,que quiere destruir el país,ojo!, es un resentido e incapaz de manejar el país.",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
"El que dijo maldita Bolivia , el que insulto y denigro a los enfermos con cáncer , el que insulta a adultos mayores el que se boca a boca con mujeres , el que sin ser electo ya metió de diputada a su mujer , el que no dice como sacarnos de la miseria , y que solo ofrece bonos y más bonos? No don Edman opa ahí no es , es con TUTO PRESIDENTE",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Este tipo no puede completar una oración sin mencionar a tuto o jp,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0,
Y tu eres el policía más honesto del mundo ( ex-policia).,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Los CORRUPTOS TIEMBLAN,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
Larimolde mejor prepara tu K'epi que despues del 19 te fugas. Rata asqueroza,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
Juenga sucio?🤣🤣🤣🤣🤣🤣 mira quien habla,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
"Los vicepresidentes son tremendas basuras, uno odia a La Paz y otro habla demasiadas estupideces.",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Tuto presidente 🇧🇴🇧🇴🇧🇴🇧🇴,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
Y este Lara q descrimina y habla de todo q es masista lo mismo macana,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
De que renovación habla Lara si son los mismos masistas que están ahí eso se llama cambiar de color azul a naranja,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
🤦🤦🤦 trakilizate quizá llegues al poder Pero serás la segunda peor gestión después de arce eres una lacra de persona la peor vajeza q puede existir es q te hagas al humilde solo para utilizar ala gente vulnerable como lo hizo el mas,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
TUTO PRESIDENTE,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0,
"SE LE FUE LA OLLA A LARA , YA NO SABE QUE HABLAR,,",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Todo lo que me desees que DIOS te lo devuelva mil veces mas a ti,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Identidad MALDICIENDO AL PAIS BOLIVIANO..... un tipo que amenaza a medio mundo que ENGAÑA A la GENTE HUMILDE a NUESTROS ADULTOS MAYORES ofreciendo BONOS de IMPOSIBLE CUMPLIMIENTO ..... un tipo así NO RESPETA A SU PATRIA 😏😏🇧🇴,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0,
Este idiota ya aburre su bocota y la cantidad de filtros que usa,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Pobre psicópata loco,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
ESE LARI SOLO AMA LOS DOLARES q esta recibieno con la venta de los ministerios y eso q sin ser gobierno ya estan repartidas q locura ..😄😄😄,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
Duermanlo de una vez a ese kewa Lara opa,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
"Esté es un reverendo estúpido descerebrado, se apoya a esa gente, luego es de los primeros que no se acuerdan cuando están en el poder",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
HABLA PURAS ESTUPIDECES,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
Paz y Lari renovación estoy seguro que es corrupción masillamas imbéciles,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
No creo que Lara ame Bolivia x tanta estupidez que habla,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Lara no ama a Bolivia .. x eso Tuto presidente de Bolivia 🇧🇴🇧🇴🇧🇴,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
"Por identidad con la corrupción dirás. Que renovación si tu lari y tu vice paz no son renovación, sino son más de lo mismo zurdo resentido social, flojo quieres llenarte los bolsillos rascándote las p.......porqué te diste cuenta que podrías hacerlo pero como ya te diste a conocer, te estaremos vigilando y al menor intento te sacaremos de donde estés directo a chonchocoro.",75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0,
Tuto presidente,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
"Tanta cobertura le dan a ese Paco coimero ,el maldijo a bolivia y por lo tanto odia a los bolivianos ,este miserable solo quiere gobernar para enriquecerse nada más",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Vamos paz tunda a los racistas mi voto por paz y Lara,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0,
Este arma su propio muñeco de paja y le da duro no??? 😆😆😆🤌🏻🤌🏻,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
"Así es , ganará con mayoría splastante",75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
Tuyo Racista,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
Tuto presidente no mas zurdos ignorantes mentirosos corruptos saqueadores al gobierno,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Es un narcisista,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
MASISTAS LOKO,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
Ah este si tienen q darle de baja después de que habla tonterías habla mal de Bolita reventado . Lara,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Enserio que ya es insoportable este tipo.,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
VOTO INTELIGENTE TUTO QUIROGA PRESIDENTE DE BOLÍVIA QUEREMOS DEMOCRÁCIA EL PUEBLO BOLIVIANO ESTA CONTIGO EL TIENE ESPERIENSA PARA SACAR A BOLIVIA A DELANTE DE LA CRISIS ECONÓMICA Y ES BIEN CONOSIDO PARA SACAR A DELANTE A BOLIVIA Y DEMOCRACIA,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
Deja de mentir lari das pena,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0,
Cinico despues de maldecir a Bolivia,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Viva Lara asta la victoria carajos,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
"El debate electoral en esta segunda vuelta debe estar centrada en los PROGRAMAS DE GOBIERNO, soluciones a todos los problemas multidimencionales, Tuto Quiroga presidente tiene soluciones y como resolver cada uno de ellos, además tiene la experiencia, el equipo multidisciplinario para generar soluciones y tener LIBERTAD, DEMOCRACIA, DESARROLLO, GOBERNABILIDAD Y ESPERANZA.",90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0,
Los que conocen a Rodrigo paz saben que es un maleante corrupto violador de la politica,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Tuto presidente OPA Paco Cabron hace asesor con un subalterno Mamani ese Paco es más pícaro que vos pero se fue sin vuelta,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
Paz Lara presidente ese es mi voto,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
"Como vas a comparar la situación del país con el cáncer... que tipo más ignorante realmente, NO TE SUBE EL AGUA AL TANQUE 🤡 🤡 🤡",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
A este desertor le falta ajustar su tuerca y cambiarse de polera.,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
OPA!!!!! LARI MODELO!!!!,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
Ese tipo aparte de resentido social bloquea de página a la gente que le dice la verdad que se dedique nomás a seguir agarrando borrachitos que pa eso nomás sirven los pacos,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Sabemos q está con Evo ya no ps la cagaste Lara mal mal,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
A LA GENTE DE TUTO LES GUSTA ROBAR Y PRIVATIZAR EMPRESAS 🔴🔴🔴🔴🔴🔴🔴🔴🇧🇴,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
Tuto presidente carajo paco ignorante a llorar al río sabes que vas a perder.,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0,
Psicótico.... A no confiar en este sujeto MENTIROSO.,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
"Vamos capitán Lara todo el mundo 🌎 los bolivianos estamos con PDC ganamos el 19 de octubre,nosotros no adoramos a un maldito dinusario político pasajero de tuto y no queremos a un maldito ladrón de Banco fassil y encima racista para las personas humildes",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Es con tuto presidente,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0,
Lara es pues bien boliviano no cómo tuto extranjero,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
"Tuto que hizo por el país???no hizo absolutamente nada, ya tenido su oportunidad, es un dinozoario corrupto político. Tuto representa a la privatización de las empresas estratégicas como ENTEL,YPFB, COMIBOL, mi TREN en cbba, mi teleférico en La paz, Aguas Misicuni en cbba.. etc para votar por Tuto tienes q pensar dos veces..",75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
Cero votos para el PDC.,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
Hipócrita,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
"Que entenderá este Paco desertor estafador por RENOVACIÓN,si el 80% de sus listas son masistas reciclados...",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
"Así es, pero evita dar opiniones de valor o crítica, has lo tuyo, la mayoría sabe, quien es Tuto y el ladrón del banco FASIL",75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
TUTO PRESIDENTE!!! C.......,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Este 🤡🤡🤡 Masista 👹👹😡😡 da 🤮🤮,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Esta dro ga do no le hagan cado,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
OPA LARI EL ÚNICO QUE DICES ESTUPIDECES Y ERES TU,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0,
Tuto será tu próximo presidente.,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
EL BRUTO QUE MALDICE A BOLIVIA. voto castigo para Lari.,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
"TUTO PRESIDENTE,",90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0,
"Quién se va a identificar con un Opa, Resentido y Atrevido como Lara.",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
